,205Tl,209Bi,209Pb,209Tl,213Bi,213Po,217At,221Fr,225Ac,225Ra,229Th,233Pa,233U,237Np,241Am,241Pu,245Cm,Out_205Tl,Out_209Bi,Out_209Pb,Out_209Tl,Out_213Bi,Out_213Po,Out_217At,Out_221Fr,Out_225Ac,Out_225Ra,Out_229Th,Out_233Pa,Out_233U,Out_237Np,Out_241Am,Out_241Pu,Out_245Cm
3.1709791983764586e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.253802778435313e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.483575941468246e-41,1.7267951461226198e-31,1.2322422775848123e-24,7.840370249182245e-11,8.565478526542928e-28,49.999999999921585,1.442840109636248e-11,24.99999999998557,7.399581883880618e-13,24.99999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.338789647807853e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.148667203670647e-41,7.156673183684725e-31,5.0583835182794164e-24,1.588552504356613e-10,3.516149073855382e-27,49.99999999984114,2.923366112447437e-11,24.999999999970765,1.499243525388468e-12,24.9999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.425996309975953e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4244832655579773e-40,1.658010483209379e-30,1.168180026648308e-23,2.4140813200696727e-10,8.120173381040541e-27,49.999999999758586,4.442562335480463e-11,24.999999999955573,2.2783608215149173e-12,24.999999999997723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5154807442497305e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6036815904477876e-40,3.0305234916991017e-30,2.1318300352526e-23,3.261172324519118e-10,1.4818631642394458e-26,49.999999999673875,6.001438815660846e-11,24.999999999939984,3.0778280725501993e-12,24.999999999996923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.6073024443150634e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.180554328038739e-40,4.865904393028438e-30,3.419688251568522e-23,4.130388705778115e-10,2.3770703900826423e-26,49.999999999586954,7.601031971315166e-11,24.99999999992399,3.89817680393541e-12,24.999999999996103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.701522457787936e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1849036976097175e-40,7.19884108674233e-30,5.05604807128263e-23,5.022308361966639e-10,3.514525675272174e-26,49.99999999949776,9.24240529123335e-11,24.999999999907576,4.739952424154365e-12,24.99999999999526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7982034268019283e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.648337799319025e-40,1.0066123403568412e-29,7.066674902404688e-23,5.937524285466819e-10,4.912138894620122e-26,49.99999999940624,1.0926650041728832e-10,24.999999999890733,5.60371458734827e-12,24.999999999994397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.897409629655801e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1604372156852387e-39,1.350676129464111e-29,9.478888933527705e-23,6.876644957173587e-10,6.588900671421041e-26,49.99999999931233,1.2654885992166272e-10,24.99999999987345,6.490037565401433e-12,24.999999999993513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9992070235488984e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508853678982168e-39,1.7562109457003498e-29,1.2321652409400307e-22,7.840294751042968e-10,8.56494304385296e-26,49.99999999921596,1.4428262159439883e-10,24.999999999855717,7.399510629745716e-12,24.999999999992603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.103663288432763e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9138489112625043e-39,2.227599874074418e-29,1.5625661655661842e-22,8.829114349206834e-10,1.0861603432584152e-25,49.99999999911708,1.624795757189673e-10,24.99999999983752,8.332738443137355e-12,24.99999999999167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.210847872008119e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3794132972293574e-39,2.769487470152429e-29,1.9423444107477612e-22,9.843761167930091e-10,1.3501492086656627e-25,49.999999999015614,1.8115182053213168e-10,24.999999999818847,9.290341461666736e-12,24.99999999999071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.320832035897142e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.909774415449365e-39,3.386794368163037e-29,2.374946061038157e-22,1.0884909794693612e-09,1.6508563194150697e-25,49.9999999989115,2.0031177026745616e-10,24.999999999799687,1.027295634726832e-11,24.99999999998973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.433688903021726e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.509410270438885e-39,4.084732682309209e-29,2.864021327592272e-22,1.195325243669344e-09,1.9908189854066908e-25,49.99999999880467,2.199721634089032e-10,24.999999999780027,1.1281236391005065e-11,24.99999999998872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5494935062192144e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.183063242752597e-39,4.86882224378942e-29,3.413435918976259e-22,1.3049499381054374e-09,2.372724311632369e-25,49.99999999869504,2.4014607116000827e-10,24.99999999975985,1.231585194740867e-11,24.999999999987686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.668322838127955e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9357547955354865e-39,5.744907718294438e-29,4.0272830285716873e-22,1.4174379467064094e-09,2.7994175307784296e-25,49.99999999858255,2.608469061342643e-10,24.999999999739153,1.3377490880164489e-11,24.999999999986624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.7902559023758166e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.772800978046417e-39,6.719176651128582e-29,4.709895971592524e-22,1.5328640570741608e-09,3.273910787382778e-25,49.999999998467125,2.8208843127249127e-10,24.99999999971791,1.446685901943738e-11,24.999999999985533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.9153737661057206e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.699828768817834e-39,7.798178489614493e-29,5.465861506490629e-22,1.651305010206232e-09,3.7993923977195116e-25,49.999999998348684,3.038847689931218e-10,24.999999999696115,1.5584680631142588e-11,24.999999999984418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.043759613873088e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.722793303386694e-39,8.988844635082643e-29,6.3000338773763025e-22,1.7728395515170142e-09,4.379236610870583e-25,49.99999999822715,3.262504105814837e-10,24.999999999673747,1.6731698898473572e-11,24.99999999998327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.1754988029510613e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.847996033922664e-39,1.0298509579530651e-28,7.21754961602951e-22,1.8975484831916087e-09,5.017013897798948e-25,49.999999998102446,3.4920022582432556e-10,24.999999999650797,1.790867641600704e-11,24.99999999998209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.310678920080242e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008210387059785e-38,1.173493318496743e-28,8.223843144129465e-22,2.0255147179071213e-09,5.716501796664071e-25,49.99999999797448,3.72749472895987e-10,24.99999999962725,1.91163956967136e-11,24.999999999980886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.449389839700698e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1432169357193588e-38,1.3306324166544013e-28,9.324663218491899e-22,2.1568233339571172e-09,6.48169634412318e-25,49.99999999784317,3.9691380850278954e-10,24.999999999603084,2.035565969221113e-11,24.999999999979647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
