,205Tl,209Bi,209Pb,209Tl,213Bi,213Po,217At,221Fr,225Ac,225Ra,229Th,233Pa,233U,237Np,241Am,241Pu,245Cm,Out_205Tl,Out_209Bi,Out_209Pb,Out_209Tl,Out_213Bi,Out_213Po,Out_217At,Out_221Fr,Out_225Ac,Out_225Ra,Out_229Th,Out_233Pa,Out_233U,Out_237Np,Out_241Am,Out_241Pu,Out_245Cm
3.1709791983764586e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.253802442851281e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.716168326738051e-43,3.701386161291596e-32,1.2321809879644399e-24,7.84033848162214e-11,8.565052072122146e-28,49.99999999992159,1.4428342635462824e-11,24.999999999985572,7.399551902303843e-13,24.99999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.338788959109421e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7626210484532036e-42,1.522523366577649e-31,5.058291122698592e-24,1.5885459848959823e-10,3.516084673129606e-27,49.999999999841144,2.923354114877185e-11,24.99999999997077,1.4992373724541954e-12,24.9999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4259952499459365e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.384274998933432e-42,3.518472637330066e-31,1.1681653017926707e-23,2.414071285454172e-10,8.120070620136035e-27,49.99999999975859,4.442543869074844e-11,24.999999999955577,2.2783513510490135e-12,24.999999999997723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.5154792939602054e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.165467039997942e-41,6.423068581914369e-31,2.1318071809582915e-23,3.2611585955703875e-10,1.481847203594184e-26,49.99999999967388,6.001413550683231e-11,24.999999999939988,3.077815115447784e-12,24.999999999996923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.607300584102669e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8699117170873597e-41,1.030537141632228e-30,3.4196543324233404e-23,4.130371096355893e-10,2.377046693076633e-26,49.99999999958696,7.600999565217142e-11,24.99999999992399,3.8981601845210824e-12,24.999999999996103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.7015201672283716e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.765055072760573e-41,1.5238643884579639e-30,5.055999837235988e-23,5.022286678727339e-10,3.514491970538605e-26,49.99999999949777,9.242365388210447e-11,24.999999999907576,4.739931959954387e-12,24.99999999999526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.798200684683612e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8649961491199633e-41,2.130058796736379e-30,7.066608763763651e-23,5.937498327614183e-10,4.912092673799219e-26,49.99999999940625,1.0926602272261634e-10,24.999999999890736,5.603690088855218e-12,24.999999999994397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.8974064139526817e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.184684780396932e-41,2.857359449108943e-30,9.478800934210369e-23,6.87661451620129e-10,6.588839170513609e-26,49.99999999931234,1.2654829972546782e-10,24.999999999873452,6.490008835831282e-12,24.999999999993513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.99920331139238e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.825457031429435e-48,1.747251448582509e-40,3.7156831338431205e-30,1.2321538198214392e-22,7.840259610468865e-10,8.564863223235016e-26,49.99999999921597,1.442819749128242e-10,24.99999999985572,7.399477464787015e-12,24.999999999992603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.103659056082713e-08,0.0,0.0,0.0,0.0,0.0,0.0,7.044313119822653e-46,1.3063584128033367e-38,4.85373105637572e-30,1.5625516441894706e-22,8.829074284298518e-10,1.0861501950379176e-25,49.99999999911709,1.6247883841632898e-10,24.999999999837524,8.332700630692241e-12,24.99999999999167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.210843094822947e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.6315711583324296e-45,4.858907133821488e-38,6.39006450440663e-30,1.9423262631281972e-22,9.84371594542164e-10,1.3501365277130932e-25,49.99999999901563,1.8115098831570606e-10,24.99999999981885,9.290298781583576e-12,24.999999999990713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.320826688302904e-08,0.0,0.0,0.0,0.0,0.0,0.0,5.883382222264149e-45,1.0852256190669015e-37,8.354590763807875e-30,2.374923711677634e-22,1.0884859172493106e-09,1.6508407046796035e-25,49.99999999891151,2.003108386820973e-10,24.99999999979969,1.0272908571065687e-11,24.99999999998973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.433682958480228e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.0561902254466036e-44,1.9474415059358832e-37,1.0779030455907988e-29,2.8639941477363374e-22,1.1953196163581032e-09,1.9907999987548282e-25,49.999999998804675,2.1997112783148674e-10,24.99999999978003,1.1281183281586785e-11,24.99999999998872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
