,205Tl,209Bi,209Pb,209Tl,213Bi,213Po,217At,221Fr,225Ac,225Ra,229Th,233Pa,233U,237Np,241Am,241Pu,245Cm,Out_205Tl,Out_209Bi,Out_209Pb,Out_209Tl,Out_213Bi,Out_213Po,Out_217At,Out_221Fr,Out_225Ac,Out_225Ra,Out_229Th,Out_233Pa,Out_233U,Out_237Np,Out_241Am,Out_241Pu,Out_245Cm
3.1709791983764586e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2538107493553804e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4910831357935878e-41,1.7312867253074535e-31,1.2324797240195104e-24,7.841124804400894e-11,8.567129049306073e-28,49.999999999921585,1.4429789681977402e-11,24.999999999985572,7.400294017740113e-13,24.99999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.33880600605684e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.179935936899929e-41,7.1754686643356415e-31,5.0593700062052336e-24,1.5887073572724102e-10,3.516834795161591e-27,49.99999999984112,2.9236510836808125e-11,24.999999999970765,1.4993896724190143e-12,24.9999999999985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.4260214882779246e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4317417180043674e-40,1.6623815143273627e-30,1.1684107360772565e-23,2.4143196666969966e-10,8.121777073961256e-27,49.999999999758565,4.443000957717646e-11,24.99999999995557,2.2785857682112377e-12,24.999999999997723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.515515192212176e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.616965031915616e-40,3.0385319167370133e-30,2.132256420070477e-23,3.2614984209999844e-10,1.482159550179085e-26,49.99999999967385,6.002038921353895e-11,24.99999999993998,3.078135835772518e-12,24.999999999996923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.607346629015669e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2019027447909305e-40,4.878786307975743e-30,3.4203809069551975e-23,4.1308069736335373e-10,2.3775518643456418e-26,49.99999999958691,7.601801697258201e-11,24.999999999923983,3.898571556625263e-12,24.999999999996103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.701576864380487e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.21651273768817e-40,7.217928453071508e-30,5.057085131696172e-23,5.022823393832311e-10,3.515246550188592e-26,49.99999999949771,9.243353089117789e-11,24.99999999990757,4.740438500747861e-12,24.99999999999526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.798268559141939e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.692568379088191e-40,1.0092850059443e-29,7.068142639516521e-23,5.938140851015562e-10,4.913159138807189e-26,49.99999999940618,1.0927784689042252e-10,24.999999999890722,5.604296489365544e-12,24.999999999994397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.897486010946507e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1663760617588329e-39,1.3542669315598175e-29,9.48088239578911e-23,6.877368009230514e-10,6.590286354354281e-26,49.99999999931226,1.2656216603446024e-10,24.999999999873438,6.490719967218028e-12,24.99999999999351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9992951970082264e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5165805634838675e-39,1.7608855885769012e-29,1.2324276105944285e-22,7.841129431899293e-10,8.566766811255832e-26,49.99999999921588,1.4429798197892136e-10,24.999999999855703,7.400298384551419e-12,24.9999999999926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
